注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-22674,MIYAGI,Sagawa,461,2.5kg,RAIN,48,4.4,0," 2,811円 ", 152件 ,13.7, 0回 ,NORMAL,HOME,夜間,通常
ORD-05968,HIROSHIMA,Yamato,264,3.9kg, 晴れ ,62,1.5,1,"7,383",43,2.3年, 0回 ,通常期,住宅,MORNING,通常
ORD-09177,福岡,郵便,127km,4.6kg,SUNNY,43,1.5h,1,"3,215",,6.4年, 0回 ,通常期, 会社 ,NIGHT,通常
ORD-05853,TOKYO, ヤマト運輸 ,161km, 1.0kg ,SUNNY,43,2.2h,1,"16,387",77件,1.3,0回,通常期, 住宅 , 午後 ,通常
ORD-14349,OSAKA,郵便,116,2.3kg,SNOW,58,1.8h,0,"2,390",68件,0.5,0,NORMAL,住宅,午前,通常
ORD-11416, 東京 , 日本郵便 ,823,2.9,晴れ,10,4.6h,0,"5,251", 104件 ,4.3年,0回,繁忙期,HOME,午後,通常
ORD-16859,広島県, 日本郵便 ,258,19.0,雨天,57,2.1,0,"4,995",121件, 0.5年 ,1,PEAK,住宅,午後,通常
ORD-12410,広島,ヤマト運輸,613, 2.7kg ,雪 ,63,2.1h,0,"5,139",84件,2.7,0回,通常期,HOME,NIGHT,遅延注意
ORD-10520,大阪府,Yamato,,1.0kg,雨,9,1.4,1,,127件,0.2年,0, 通常期 , 住宅 ,AFTERNOON,通常
ORD-27902,沖縄県,佐川急便,642,1.1kg,SUNNY,51,1.8h,0,"18,938円",74件, 7.5年 ,1回,NORMAL,住宅, 夜間 ,遅延注意
ORD-10876,愛知県,Japan Post,465km,,雨,不明,1.3h,2,"1,126円",146,3.5,0回, 通常期 , 住宅 ,午前,通常
ORD-19098,愛知県, 佐川急便 ,237km,1.3kg,晴れ,56,0.9,0,"5,721円",131件,4.2,0,NORMAL,HOME, 午後 ,通常
ORD-19469,名古屋,佐川急便,303,2.8kg, 晴れ ,53,1.4h,0,"4,185円",167, 8.9年 , 1回 ,PEAK,HOME,午後,通常
ORD-08153, 東京 ,ヤマト,294,1.6, 晴れ , 38 ,5.6,0,"12,229",80,0.1年,3,通常期,住宅,MORNING,通常
ORD-14291,大阪,郵便,258km,7.8,晴れ,39,2.1h,0,"1,418",47,1.2,0, 通常期 ,会社,NIGHT,通常
ORD-29148,OKINAWA,ヤマト運輸,472,3.7, 晴れ ,25,,2,"7,068", 55件 ,4.5,0, 通常期 ,HOME, 午後 ,通常
ORD-25707,FUKUOKA, ヤマト運輸 , 268km ,1.3,SUNNY,37,4.4,1,"3,332",21件,2.4年,0,通常期,HOME,夜間,通常
ORD-01818,福岡県,Japan Post,不明,2.8,SUNNY,,4.4,2,"6,135",71件,2.6,,通常期,住宅,NIGHT,遅延注意
ORD-27798,仙台,日本郵便,523,4.1kg,SUNNY,58,4.8,0,"3,507円",112,9.5年, 1回 , 通常期 ,住宅,MORNING,通常
ORD-02539,福岡,Yamato,152km,2.5,RAIN,68,2.6h,0,"3,971円",81,3.0,0,通常期,会社,NIGHT,通常
ORD-07466,沖縄県,Yamato, 318km ,2.0kg, 晴れ ,50,6.8,3,"1,886",103,2.3,1,NORMAL, 会社 ,午後,遅延注意
ORD-26904,AICHI, 日本郵便 ,126, 1.0kg , 晴れ ,52,2.3h,1,"5,054", 165件 ,1.9,0,通常期, 住宅 ,夜間,通常
ORD-28226, 東京 ,ヤマト,231,6.9kg,晴れ,35, 3.1h ,3," 4,656円 ",121件,16.6,0,NORMAL, 住宅 ,午前,通常
ORD-04508,東京都,郵便,317km, 5.1kg ,SUNNY,72, 1.7h ,2,648,24,0.6,0回,NORMAL,住宅,AFTERNOON,通常
ORD-12553,福岡県,ヤマト運輸,388,2.1,雪 ,85,3.5, 0 ,"1,525",128件,1.2,1,通常期,HOME,午前,遅延注意
ORD-02101,広島, 佐川急便 ,300km, 1.2kg ,SNOW,12,2.8h,0,"4,983",92件,,0,PEAK,HOME,午後,通常
ORD-19763,大阪府,佐川,不明,2.6,晴れ,100,3.0,4,"10,777円",129,3.6年,0回,通常期,会社,AFTERNOON,遅延注意
ORD-16355,HIROSHIMA,ヤマト,354km,4.3,雪 ,46,2.9h,2,"5,222円",159,10.3年,1回,通常期,住宅, 午後 ,遅延注意
ORD-16063,宮城県,Sagawa,372,,SUNNY,66,2.0,2,"2,179",132,3.2年,0,通常期, 住宅 ,AFTERNOON,遅延注意
ORD-02744,仙台, 日本郵便 ,,2.4,雨,64,1.6,0,"2,002円",51,7.9年,0回,通常期, 住宅 ,NIGHT,通常
ORD-09801,愛知県,Yamato,358,5.7kg, 晴れ ,18,6.7h,3,"11,039",97,3.3,0,NORMAL,OFFICE,午後,遅延注意
ORD-09322,OKINAWA,Japan Post,503km,2.6kg,SNOW,41,2.7h,0,"4,424",85件,8.3,1回, 通常期 , 住宅 , 午後 ,遅延注意
ORD-19517,HOKKAIDO,日本郵便,23km, 4.8kg ,SNOW, 28 ,2.1h,2,"19,149円",115件,13.7年,0,PEAK,HOME, 夜間 ,遅延注意
ORD-00137,仙台,佐川,64,1.5,SUNNY,49,2.0,3,"1,261円",120件,0.8年,0,繁忙期,HOME, 午後 ,通常
ORD-14127,広島,佐川急便,256km,,SNOW, 86 ,2.9h,1," 2,291円 ",113件,6.6年,0回, 通常期 ,HOME, 午後 ,遅延注意
ORD-18567,名古屋, 佐川急便 ,444km, 2.2kg ,雪 ,100, 3.5h ,0,"3,801",9999件,2.6年,0回,PEAK, 住宅 ,AFTERNOON,遅延注意
ORD-09657,東京,Japan Post,113,1.0kg,晴れ,,3.8h,0,"3,682",159,1.8年,1,PEAK,住宅, 夜間 ,遅延注意
ORD-22652,北海道,ヤマト運輸, 537km ,1.4kg,晴れ,80,2.1h,1,"7,842円",,9.7年,0,通常期, 住宅 ,AFTERNOON,通常
ORD-22131,MIYAGI,郵便,381,3.5,SNOW,49, 3.1h ,0,"3,111円",115,5.0,0, 繁忙期 ,住宅,AFTERNOON,遅延注意
ORD-15537,広島,郵便,267,11.7, 晴れ ,14,2.8,1," 3,690円 ",57,16.1,0回, 通常期 ,HOME,NIGHT,通常
ORD-03119,沖縄県,Sagawa,312km,3.0kg,晴れ,67,1.6, 0 ,"1,975",47件,5.2,0, 通常期 ,会社, 夜間 ,通常
ORD-17583,東京,ヤマト,252,1.7kg, 晴れ ,37,1.8h,2,"3,330", 128件 ,16.1, 0回 ,NORMAL,HOME,午前,通常
ORD-28084, 大阪 ,佐川急便,453km, 1.0kg ,晴れ,80,3.0,0,"12,568円",161,0.8,0, 通常期 ,住宅,午後,通常
ORD-21303, 大阪 ,佐川,549km,7.0,晴れ,94, 3.1h ,0,"2,644円",55,8.0年,0, 通常期 ,HOME,NIGHT,通常
ORD-12113,HIROSHIMA, 日本郵便 ,331,1.0kg,RAIN,15,2.1h,0,"6,203",131件,7.3,0, 通常期 ,OFFICE,午前,通常
ORD-22970,沖縄,日本郵便,496,3.6kg,晴れ,68,2.7,0,"3,800",116件,不明,0回,NORMAL,住宅, 午前 ,遅延注意
ORD-24383,OSAKA,佐川急便,216,1.5,RAIN,49,3.5,0,"4,878",197,5.4年,0回, 通常期 , 住宅 , 夜間 ,通常
ORD-14535,OKINAWA, 日本郵便 ,414km,2.9kg,晴れ,100,7.6h,0,"2,080",143件,0.6年,0回,通常期, 会社 , 夜間 ,遅延注意
ORD-28301,大阪,Japan Post,235km,3.7kg,雨天,61,1.8,0,"1,969",139,,0,PEAK,OFFICE,午後,遅延注意
ORD-12648,HOKKAIDO, 佐川急便 ,712km,2.7,SUNNY,67, 5.1h , 2 ,"1,403円",127,2.1,0,PEAK,住宅, 午前 ,遅延注意
ORD-18253,福岡県,佐川,407,2.3kg,雨,45, 2.8h ,0,"18,040",94件,1.1,1, 通常期 ,住宅, 夜間 ,遅延注意
ORD-15113,福岡, 日本郵便 ,307km,11.2kg,雨天,68, 2.7h ,0," 14,267円 ",108,4.1, 0回 , 繁忙期 , 住宅 ,午前,通常
ORD-08856, 東京 , 日本郵便 ,434,6.8kg,晴れ,62,1.3h,1,"9,868", 154件 ,3.9年,0, 繁忙期 , 住宅 ,AFTERNOON,通常
ORD-10449,MIYAGI, 日本郵便 ,392km,2.7, 晴れ , 28 ,0.8,1,"4,380",154件,9.7年,0回, 繁忙期 ,住宅,MORNING,通常
ORD-12549,福岡,Sagawa,362km,2.8,SUNNY,91,3.5h,0,847,115件,2.4, 1回 ,通常期, 住宅 , 午後 ,遅延注意
ORD-11940,MIYAGI,ヤマト運輸,378,4.3,SUNNY,41,7.4,0,"2,257円",146件,9.4年,0,通常期, 住宅 , 午後 ,通常
ORD-04264,福岡県,佐川,221km,1.0, 晴れ ,42, 4.9h ,1,"10,381円",77,1.3, 0回 ,通常期,会社,午前,　通常
ORD-19815,愛知県,Japan Post,286km,2.9,雨,47,5.2h,0,"5,165円", 33件 , 9.3年 ,0, 繁忙期 ,住宅,AFTERNOON,通常
ORD-19090,宮城県,Japan Post,242km,2.0,晴れ,48,1.7h,1,"3,900円",69,99年,1回, 繁忙期 ,HOME, 午後 ,通常
ORD-09167,東京都,ヤマト運輸,5,1.9, 晴れ ,10,3.1,1,"3,401円", 85件 , 1.4年 ,0,通常期,OFFICE,MORNING,通常
ORD-01641, 東京 ,佐川,5,1.7kg,雪 ,57,2.4,4,"11,575円",162,2.9年,0回,PEAK,住宅,午前,遅延注意
ORD-26075,宮城県,日本郵便,319,1.3kg,SUNNY,,2.8,1,"4,375",102, 0.8年 ,0回, 繁忙期 ,HOME,MORNING,遅延注意
ORD-25586,FUKUOKA,日本郵便,,3.6kg,雪 ,26,1.7,0,"3,273円",81件,2.8,0,通常期,HOME,MORNING,通常
ORD-20668,TOKYO, 佐川急便 ,196km,1.7kg,SNOW,34,4.4h,0,"5,177円",129,9.2年,0回,通常期,HOME, 午後 ,通常
ORD-17049,仙台,Japan Post,333km,5.2,SUNNY,57,,1,"2,104円",99件,0.1,0,NORMAL,会社,午前,遅延注意
ORD-02178,宮城県,ヤマト運輸,436,,雪,70,1.9,0,"22,083",169件,2.1年,3回,PEAK,会社,午後,遅延危険
ORD-03173,HIROSHIMA,Yamato,266,2.3kg, 晴れ , 58 ,1.0h,1,"1,634円",141件, 8.5年 , 0回 ,通常期,HOME,AFTERNOON,通常
ORD-20461,福岡,郵便,464km,3.7,SUNNY,67,2.4h,2,"11,270円",89件,3.2,0, 繁忙期 ,HOME, 夜間 ,遅延注意
ORD-28453,大阪, 日本郵便 , 110km ,4.6,雪 ,72,2.2,1,"3,096円",58件,5.8年,0回, 通常期 ,HOME,午前,　通常
ORD-03491,沖縄,ヤマト,492,6.4,SUNNY,39,1.4h, 0 ,,98,1.3年,0回, 繁忙期 , 会社 ,午後,通常
ORD-27885,AICHI,ヤマト運輸,124,1.5, 晴れ ,31,, 1 ,"4,239",122件,0.3, 0回 ,NORMAL,住宅, 午前 ,通常
ORD-04674,HIROSHIMA,佐川,391km,1.2,SUNNY,63,4.2h,2,941,84件,3.8,1回,NORMAL,HOME, 午後 ,遅延注意
ORD-07657,福岡県, ヤマト運輸 ,205,1.2kg,雪, 70 ,1.0h,0,"4,532",116件,18.2年,0回,通常期,住宅,午前,通常
ORD-00535,広島県,Yamato,274km,4.6,雪,66,2.7,2,"2,608円",103,1.0年,1, 繁忙期 ,住宅,午後,遅延注意
ORD-13745,大阪,Sagawa,155,2.8,SUNNY,15,4.7, 1 ,"2,531円",93,7.3, 0回 ,NORMAL,HOME,午後,通常
ORD-07846,大阪府,ヤマト, 145km ,2.8kg,雨天,52,3.0,1,"5,326円",62,0.4年,,通常期, 住宅 , 午後 ,通常
ORD-03286,大阪,郵便,501km,3.2, 晴れ ,35,1.8h,1,"4,827", 142件 ,2.6,0, 繁忙期 , 会社 ,AFTERNOON,通常
ORD-05716,HIROSHIMA,Yamato,384,15.6kg,RAIN, 23 ,8.0,0,"2,122円",59, 3.7年 ,1, 通常期 ,HOME,NIGHT,通常
ORD-14399,大阪,Sagawa, 147km , 5.0kg ,RAIN,53,1.9,3,"7,113円",83,24.6,0回,通常期,HOME, 午後 ,通常
ORD-22848, 東京 ,日本郵便,234,4.3,晴れ, 47 ,8.7h,3,"8,169", 48件 ,2.0,0回, 通常期 ,OFFICE,午前,遅延注意
ORD-23188,OKINAWA,佐川急便,361km,0.5kg,SUNNY,75,1.6,1,"7,376円",45,5.5年,0回,NORMAL, 住宅 ,夜間,遅延注意
ORD-16920,福岡県,佐川,447,2.2,SNOW,36, 1.6h ,0,"15,214",143件,0.6,0回, 通常期 , 住宅 , 午後 ,遅延注意
ORD-16203,HIROSHIMA, 佐川急便 ,203km, 2.3kg ,SUNNY, 60 ,1.4h,2,"2,254円",72,0,2回,NORMAL,会社,午後,通常
ORD-14792,北海道,郵便,406km,1.8kg,雪,78,4.8,0,"10,072",135, 7.2年 ,0,NORMAL,OFFICE,AFTERNOON,遅延危険
ORD-14875,沖縄県,ヤマト運輸,500km,5.6,SNOW,11,3.3,2,"3,730",162, 6.3年 , 0回 ,繁忙期, 住宅 ,夜間,遅延注意
ORD-19511,北海道,佐川急便,181km,2.3,SUNNY,24, 1.0h ,1," 4,018円 ",153,5.0,0,NORMAL,住宅,AFTERNOON,通常
ORD-05731,沖縄,佐川, 386km ,3.6kg,SUNNY,29, 4.5h ,0,"5,617円",151件,3.8年,0回,NORMAL,HOME, 午後 ,通常
ORD-04694,名古屋,佐川,361km,3.3kg, 晴れ , 79 ,2.2,0,"6,353円",172,14.6年,1回, 通常期 ,住宅,NIGHT,通常
ORD-12869,広島, 日本郵便 ,479km,9.6, 晴れ , 44 ,0.9,2,"7,759円",89,,0回,繁忙期,HOME,午後,遅延注意
ORD-23252, 大阪 , ヤマト運輸 ,223km,2.2,雨,,2.2,1,"20,159円",95件,0.8,0回, 通常期 , 会社 ,午後,通常
ORD-29194,名古屋,ヤマト, 108km ,4.1, 晴れ ,44,6.0h, 6 ,"11,872円",70,2.8年,1回,NORMAL,会社,AFTERNOON,遅延注意
ORD-18153,TOKYO, 佐川急便 ,,2.7,雨,,1.9,0,"3,741", 71件 ,1.9,0回,NORMAL, 住宅 ,午後,通常
ORD-19951,OSAKA,ヤマト,344,,晴れ,77,5.8h, 0 ,895,不明,13.3,不明,NORMAL,HOME,午前,通常
ORD-21398,愛知県,佐川,201,2.0,SUNNY,59,2.7h,2," 7,840円 ",64,2.4年,0回,PEAK, 会社 , 午後 ,通常
ORD-17226,沖縄県,佐川急便,369,4.3,RAIN,9,2.3,2,"4,230",108件,4.6年,0,PEAK, 住宅 ,MORNING,通常
ORD-28187,東京,佐川急便,,1.2kg,雨,72, 1.2h ,1," 6,150円 ",77,1.4年,1回,通常期,会社,夜間,通常
ORD-28402,TOKYO,ヤマト運輸,239km,1.6,晴れ,33,2.3,1,"6,920円",154件,2.9,0,通常期,HOME, 午後 ,通常
ORD-14175,大阪府,日本郵便,161,2.1,SUNNY,59, 2.2h ,0,"12,397",89件,6.3,0,通常期,住宅, 夜間 ,通常
ORD-18227,HOKKAIDO,佐川急便,253km,8.0,雪,85,0.6h,1,"6,183",118件,10.4,0, 通常期 , 住宅 , 夜間 ,　遅延注意
ORD-20972,福岡,Sagawa,299km,0.8,SUNNY,17,1.8h,0,"25,598円",105,0.9,0,通常期, 住宅 , 夜間 ,通常
ORD-03896,仙台, 日本郵便 ,545km,3.5kg,雨,42,,1,"8,310円",102,,0回,NORMAL,HOME,AFTERNOON,通常
ORD-03141,FUKUOKA,郵便,451km,1.0kg, 晴れ ,63,1.5h,0,"7,649円",108件,2.1年,2,PEAK,住宅,MORNING,遅延注意
ORD-22846,FUKUOKA,郵便,180,3.1kg, 晴れ ,41, 2.9h ,4,"7,856",56,7.1,, 通常期 , 住宅 , 午後 ,通常
ORD-09008,東京都,佐川急便,441km,2.5,晴れ,67,3.1h,0,"2,614",77,7.9年,1回, 通常期 ,HOME,NIGHT,通常
ORD-03037, 大阪 ,日本郵便,398,3.2,RAIN,26,2.5h,2,"2,753円",58件,9.2年,0回,PEAK, 住宅 ,MORNING,遅延注意
ORD-20256,広島,ヤマト運輸,428km,0.2,雪 ,37, 2.1h , 0 ,"2,446円",81件,0.1年,0回, 通常期 ,OFFICE, 夜間 ,通常
ORD-14558,HIROSHIMA,佐川急便,330,4.1kg,雪,55,5.4h,0," 13,580円 ", 25件 ,1.0,0回,通常期, 住宅 ,午後,通常
ORD-00473,OSAKA,Sagawa, 300km , 1.5kg ,SNOW,67,2.8,1,"3,971", 115件 , 1.2年 ,0,通常期,HOME,午前,遅延注意
ORD-07586,北海道,ヤマト,360km,2.9,雨,32,1.3,4,"7,425円", 97件 ,3.4年,0,NORMAL,住宅,夜間,通常
ORD-01792,AICHI,佐川,440km,13.7,雨,90, 3.5h ,1,"4,339",49,7.1年,不明,通常期,HOME,NIGHT,通常
ORD-04772,MIYAGI,ヤマト運輸, 242km ,5.8, 晴れ ,51,2.1h,0,"2,444円",,2.8,1,通常期, 住宅 ,AFTERNOON,通常
ORD-08980,名古屋,佐川急便,341,1.9kg,雨天,75,1.9h,1,"17,003",79,0.9年,0,PEAK,HOME,夜間,遅延注意
ORD-02568,愛知県, 日本郵便 ,99km,2.2, 晴れ ,66,,1,"1,514円", 134件 ,7.4,0回, 通常期 , 住宅 ,MORNING,通常
ORD-22807,北海道,佐川,529km,2.1kg,雪 ,,2.2h,2,"7,081",87,3.9,0回,通常期, 住宅 , 夜間 ,遅延注意
ORD-17719,広島県,Japan Post,468,2.2, 晴れ ,51,0.8h,0,"2,269円",89,10.9,0回,PEAK, 住宅 ,AFTERNOON,通常
ORD-07878,福岡県,日本郵便,60km,3.2kg,晴れ,55,2.9h,1,"14,131円",92件,3.1,1回,NORMAL,住宅,午後,通常
ORD-08652,OKINAWA,佐川急便,611km,5.0, 晴れ ,69,1.9,0," 2,900円 ",56,4.2,0,NORMAL, 会社 ,夜間,通常
ORD-02668,広島, 日本郵便 ,303km,3.5,晴れ,12,2.5,0,"3,208",145件,,0,繁忙期, 住宅 , 午後 ,通常
ORD-03938,仙台,日本郵便,223,2.8kg,SUNNY,42,3.2,0,"4,645円", 145件 ,30年,0,通常期, 住宅 ,午後,通常
ORD-15540,愛知県,ヤマト運輸,641, 7.5kg ,RAIN,22,2.3h,0," 2,429円 ",169件, 3.8年 ,0回,NORMAL,OFFICE, 午後 ,通常
ORD-05785,宮城県,ヤマト運輸, 331km ,5.4,雪,0, 2.0h ,1,"2,305",60件,8.9, 0回 , 通常期 ,住宅,MORNING,通常
ORD-12215, 大阪 ,郵便,199km,6.1kg,RAIN,19, 2.7h ,1,"3,403円",89件, 2.1年 ,1回,通常期,会社,AFTERNOON,通常
ORD-12061,広島県,日本郵便,365,3.9,RAIN,75,4.7h, 0 , 906円 ,78件,5.6年,0回,NORMAL,HOME, 午後 ,通常
ORD-05518,沖縄,Yamato,463,3.8,SUNNY,41,4.0,1,"14,091",76件,3.0年,0回,PEAK,OFFICE, 午前 ,　遅延注意
ORD-28058, 東京 ,Sagawa,473,1.9,雨,19,3.2h, 1 ,"18,943",45件,1.2,1回,NORMAL,HOME,午前,通常
ORD-05896,MIYAGI, 日本郵便 ,339km,1.6kg,晴れ,18,,1," 3,419円 ",57,14.3年,0回,通常期,HOME,AFTERNOON,通常
ORD-10951,MIYAGI, 佐川急便 ,311km,2.0kg,雨天,63, 2.5h ,0,,97件,0.1,0回, 通常期 ,HOME, 午後 ,通常
ORD-26965,福岡,ヤマト運輸,231km, 3.8kg ,晴れ,0,2.8h,,"5,175円",22件, 7.1年 ,0,通常期,会社,AFTERNOON,通常
ORD-09686,仙台,ヤマト,289km,9.6,雨天,83,10.7h,2,"4,420",100,7.7, 0回 ,通常期, 住宅 , 午後 ,通常
ORD-02735,MIYAGI,Yamato, 373km ,4.9, 晴れ ,81,1.7h,2,"3,083",88, 2.2年 ,1, 通常期 ,住宅, 夜間 ,遅延注意
ORD-00879,AICHI,佐川急便,286,4.4kg,RAIN, 65 ,2.5,0,571円,73,4.2年,0, 通常期 ,OFFICE, 午前 ,通常
ORD-12892,OKINAWA,郵便,644,2.2kg,雪,77,1.5h,4,"4,697",170,10.1,0回,NORMAL,OFFICE,MORNING,遅延注意
ORD-15870,愛知県,Japan Post,478, 2.3kg ,晴れ,25,2.6h,0," 1,515円 ",128,9.7,0, 繁忙期 ,住宅,AFTERNOON,通常
ORD-10048,HIROSHIMA,郵便,64km,1.6kg, 晴れ ,42,1.9,,"2,044",47件,5.2,1,NORMAL, 住宅 , 午後 ,通常
ORD-00464,MIYAGI, 日本郵便 ,365,2.3kg, 晴れ ,60,1.6,0,,85,2.6, 0回 ,通常期,会社,MORNING,通常
ORD-21903,沖縄県,佐川急便,599km,0.8kg,SUNNY,不明,4.7,4,"4,224",68件,,1,通常期, 会社 , 夜間 ,遅延注意
ORD-14319,沖縄,日本郵便,354km,3.7,SUNNY,81,5.2h,2,"2,717円",122件,6.9,不明, 繁忙期 ,住宅, 夜間 ,遅延注意
ORD-10623,名古屋, ヤマト運輸 ,244,3.9,晴れ,65,, 0 ,"3,351",172,0.7年,0回,繁忙期,HOME,午後,通常
ORD-09757,宮城県,Japan Post,424,1.5kg,RAIN,36,4.0h,0,"3,914",72, 1.5年 , 0回 , 通常期 , 住宅 , 午前 ,通常
ORD-15866,広島,日本郵便, 303km ,3.8,雨,4, 1.0h ,1,"4,197",129,1.5, 0回 , 繁忙期 , 住宅 ,午後,通常
ORD-26877,愛知県,ヤマト,210,4.2,SUNNY,71,2.9,1,"8,821",85件,1.5年,0回,通常期,HOME,MORNING,通常
ORD-25063,北海道 , 佐川急便 ,566,7.1,SNOW,85,4.0,1," 7,033円 ",130件,6.2年, 0回 , 通常期 ,OFFICE,AFTERNOON,遅延注意
ORD-05707,沖縄,郵便,526km,4.8,晴れ,83,1.7h,1,"3,952円",103件,9.9年, 2回 , 通常期 ,HOME,夜間,遅延注意
ORD-28998,沖縄県,ヤマト運輸, 422km ,17.9, 晴れ ,69, 3.3h ,3,"7,969円",85,3.1年,0,通常期, 住宅 ,午前,遅延注意
ORD-00641,名古屋,佐川急便,360km,1.4kg, 晴れ ,39,2.0h,2,"2,889",70件,3.3,0,NORMAL,住宅, 午前 ,通常
ORD-16152,北海道 ,佐川,475,2.6,晴れ,55, 6.7h ,3,"42,780円",182件, 0.3年 ,1,通常期, 住宅 , 午前 ,遅延注意
ORD-06592,広島,佐川, 158km ,9.3, 晴れ , 64 ,2.7h, 1 ,"8,315",55件,1.8,0,通常期,HOME,午前,通常
ORD-17039,北海道, ヤマト運輸 ,472km,,雨,53,1.4h,0,"4,009円",72,0.1年,1,通常期,住宅, 午後 ,通常
ORD-05541,沖縄,日本郵便,188km,6.8,晴れ,84,4.7,0,"1,512",51件,5.4年,不明,NORMAL, 住宅 ,午後,通常
ORD-27049,OSAKA, ヤマト運輸 ,321km,4.0,SUNNY,42,7.0,0,"2,517",127, 4.7年 ,0, 通常期 ,HOME,午前,通常
ORD-08934,仙台,日本郵便,13km,6.9kg,SUNNY,54,1.3,0,"2,333円",100件,0.7年, 0回 ,通常期,HOME,NIGHT,通常
ORD-14879,広島県,ヤマト,340km,5.5,SUNNY,38,1.1,1,"8,201円",112,0.5年,0,通常期,会社,午後,通常
ORD-11587,大阪, 佐川急便 ,324km, 5.6kg ,SUNNY,73,0.7,1,"5,826円",142,1.8年,0回, 繁忙期 ,住宅,NIGHT,通常
ORD-18048,OKINAWA,Japan Post,447,, 晴れ ,53,7.5,1,"6,140円",122件,1.4年,, 通常期 ,HOME, 夜間 ,遅延注意
ORD-15521, 東京 ,Sagawa,384km,3.5kg,晴れ,89,4.0,5,"3,538円",85,9.7,0回, 繁忙期 , 住宅 ,午後,遅延注意
ORD-29240,OKINAWA,ヤマト,354,5.3,SUNNY,21,3.6h, 1 ,"2,380",72件,20.2,, 通常期 ,住宅,午前,通常
ORD-16599,大阪府, 日本郵便 ,533,1.5, 晴れ ,0,,0,"7,883円",56,0.5,0回, 繁忙期 , 住宅 ,午後,通常
ORD-07699,HIROSHIMA, 日本郵便 ,201km,2.9kg,晴れ,27,3.7,0,"14,805",180件,8.4年,0回,通常期,会社,午前,通常
ORD-25344,東京都,Japan Post,211km,2.6,雨天,19,5.5h,0,"17,929",119,9.5年,0回, 通常期 ,住宅,NIGHT,通常
ORD-25457,HIROSHIMA, ヤマト運輸 ,65km,2.7kg, 晴れ ,0,0.5,0,"8,017",95件,1.0,0回,NORMAL,HOME,夜間,通常
ORD-28388,東京, 日本郵便 ,191km,3.4kg,雨,42,1.8h,1,676, 182件 ,2.5年,0, 通常期 ,OFFICE, 午後 ,通常
ORD-02205,沖縄,日本郵便,695,1.7,RAIN,21,1.1,0,"8,708",152,7.0,0回, 繁忙期 ,HOME, 午前 ,通常
ORD-17110,仙台,日本郵便,371,1.8, 晴れ ,60,2.3,3,"2,889",113,1.3,2,NORMAL,HOME, 午後 ,遅延注意
ORD-20294, 大阪 , 日本郵便 ,495km,5.4,雨天,25,4.6,0," 1,852円 ",72,14.7年, 0回 ,NORMAL, 住宅 , 午前 ,通常
ORD-10714,大阪, 佐川急便 ,476km,8.2kg,雨天,71,,0,"1,959",137件, 2.5年 ,0回,NORMAL,住宅,NIGHT,遅延注意
ORD-07307,MIYAGI, 佐川急便 , 340km ,2.0, 晴れ ,68,4.7h,0,"9,854",136件,3.8,1回,繁忙期, 住宅 ,AFTERNOON,遅延注意
ORD-28520,名古屋, 佐川急便 ,646,,雪 ,43,4.5h,1,"1,324円",155,1.2,0回,PEAK, 会社 , 夜間 ,遅延注意
ORD-14688,MIYAGI,佐川急便,234,5.6, 晴れ ,83,8.5,0,"4,576円", 163件 ,11.7年,0, 通常期 , 住宅 ,夜間,　遅延注意
ORD-17153,HIROSHIMA, 佐川急便 ,335,3.8kg,SUNNY,31,4.8,1," 2,660円 ",92,8.1年,0,NORMAL,住宅,午後,通常
ORD-08149,大阪府,郵便,366km,4.5kg, 晴れ ,28, 1.5h ,0,"5,308",不明,5.8年,0,NORMAL,OFFICE,午前,通常
ORD-18634,MIYAGI,佐川急便,292km,2.5kg,晴れ,9,5.5,3,500, 72件 ,6.7年,0,通常期, 住宅 ,AFTERNOON,通常
ORD-07470,沖縄県,ヤマト,551,4.8, 晴れ ,79,3.4,0," 2,103円 ",154件,2.3年,0,繁忙期, 住宅 ,MORNING,遅延注意
ORD-26881,FUKUOKA,ヤマト,221,3.1,雨天,100,1.4,0,"21,102円",132件,10.4,0, 繁忙期 , 会社 , 午前 ,通常
ORD-14007, 大阪 , ヤマト運輸 ,397,5.9,SUNNY,63,4.6h,0,933,39, 7.1年 , 0回 ,NORMAL,OFFICE,AFTERNOON,通常
ORD-14483,OSAKA,佐川,123km,9.4kg,SUNNY,63, 1.6h ,0,,144件,1.1年, 0回 ,通常期,HOME,NIGHT,通常
ORD-18480,沖縄県, ヤマト運輸 ,325,6.4kg,RAIN,48,4.9h,1,"8,018円",61件,13.0,0回,NORMAL, 会社 ,午前,通常
ORD-02231,TOKYO,佐川急便,370,2.1kg,雨天,95,2.7h,1," 4,111円 ",134,2.6,0回, 通常期 ,会社, 午後 ,遅延注意
ORD-23875,沖縄県, 日本郵便 ,515,2.5,雨, 4 ,5.0,0,"6,488",118,6.1,0回,通常期,住宅, 午後 ,遅延注意
ORD-23801,北海道,Japan Post,402,1.7kg,晴れ,62,300h, 3 ,"3,614",128,1.0,0回,通常期, 住宅 ,午後,遅延注意
ORD-25450,広島県,ヤマト,201km,1.3,雨,82,6.6h,0,"12,881",37,0.5,0回,通常期, 会社 ,午後,通常
