注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-14312,沖縄,佐川急便,,5.4,晴れ,47.0,2.5,1.0,10046.0,113.0,3.1,0.0,繁忙期,会社,午後,通常
ORD-26137,愛知,ヤマト運輸,338.0,1.7,雪,22.0,1.5,0.0,3313.0,55.0,0.6,1.0,通常期,住宅,夜間,通常
ORD-17907,沖縄,日本郵便,437.0,3.7,晴れ,45.0,1.6,0.0,16747.0,80.0,1.0,0.0,通常期,住宅,午後,通常
ORD-29502,宮城,日本郵便,483.0,2.2,雨,77.0,1.2,1.0,6998.0,230.0,2.1,1.0,通常期,住宅,午後,遅延注意
ORD-22260,福岡,ヤマト運輸,383.0,1.2,晴れ,41.0,1.2,6.0,3904.0,45.0,2.5,0.0,通常期,住宅,午前,通常
ORD-26240,沖縄,佐川急便,345.0,1.6,晴れ,89.0,1.2,1.0,13074.0,127.0,1.3,0.0,通常期,住宅,午後,通常
ORD-23949,広島,日本郵便,195.0,6.1,晴れ,27.0,3.0,0.0,18780.0,100.0,12.0,,通常期,住宅,午後,通常
ORD-25495,愛知,ヤマト運輸,571.0,1.0,晴れ,73.0,4.6,0.0,10091.0,120.0,0.8,,繁忙期,住宅,午後,遅延注意
ORD-28814,大阪,日本郵便,356.0,1.6,晴れ,39.0,2.6,0.0,6044.0,119.0,3.1,0.0,通常期,住宅,午後,通常
ORD-12318,北海道,ヤマト運輸,672.0,7.8,雨,58.0,4.7,1.0,13900.0,57.0,0.0,0.0,繁忙期,住宅,午後,遅延注意
ORD-29192,東京,日本郵便,453.0,1.8,晴れ,56.0,4.5,2.0,1742.0,131.0,1.8,0.0,通常期,会社,午後,通常
ORD-29183,沖縄,日本郵便,487.0,1.0,晴れ,22.0,3.6,0.0,1444.0,88.0,0.0,5.0,通常期,住宅,午後,遅延注意
ORD-17540,宮城,佐川急便,277.0,1.1,晴れ,65.0,,1.0,4671.0,,5.2,1.0,通常期,住宅,午前,通常
ORD-27376,大阪,日本郵便,264.0,3.4,雨,0.0,1.3,0.0,9359.0,123.0,9.8,0.0,繁忙期,住宅,午後,通常
ORD-02348,大阪,ヤマト運輸,655.0,10.1,晴れ,76.0,3.6,1.0,2813.0,121.0,1.9,1.0,繁忙期,会社,午後,遅延注意
ORD-05779,名古屋,日本郵便,566.0,7.4,晴れ,79.0,8.7,2.0,,,0.6,,通常期,住宅,午後,遅延注意
ORD-03523,沖縄,佐川急便,675.0,2.9,晴れ,71.0,3.0,0.0,5678.0,88.0,0.2,0.0,繁忙期,住宅,午後,遅延注意
ORD-27277,仙台,佐川急便,583.0,3.7,晴れ,73.0,7.3,0.0,3733.0,80.0,3.0,0.0,繁忙期,会社,午後,通常
ORD-28929,宮城,佐川急便,540.0,1.6,晴れ,80.0,2.9,1.0,2775.0,84.0,4.3,0.0,通常期,住宅,午前,通常
ORD-26250,東京,ヤマト運輸,161.0,3.0,晴れ,77.0,1.3,3.0,5432.0,93.0,5.8,1.0,通常期,会社,夜間,遅延注意
ORD-12870,沖縄,佐川急便,695.0,,雪,69.0,2.3,0.0,17198.0,94.0,1.2,0.0,通常期,住宅,午後,遅延注意
ORD-25769,東京,佐川急便,194.0,2.4,雨,36.0,2.2,0.0,3560.0,60.0,0.1,1.0,通常期,住宅,午後,通常
ORD-01475,仙台,日本郵便,461.0,,晴れ,27.0,0.5,2.0,7473.0,219.0,1.1,0.0,通常期,会社,午前,通常
ORD-18038,大阪,日本郵便,129.0,5.8,晴れ,48.0,2.1,4.0,,56.0,2.3,0.0,通常期,住宅,夜間,通常
ORD-06366,北海道,佐川急便,405.0,2.9,晴れ,38.0,4.5,0.0,12415.0,66.0,11.0,,繁忙期,住宅,午前,通常
ORD-00470,北海道,佐川急便,376.0,1.8,晴れ,50.0,1.5,0.0,3938.0,143.0,3.4,0.0,通常期,住宅,午後,通常
ORD-17461,大阪,佐川急便,460.0,1.9,晴れ,9.0,2.4,2.0,5664.0,193.0,1.7,0.0,通常期,住宅,午前,通常
ORD-25878,大阪,佐川急便,579.0,3.4,晴れ,60.0,0.8,3.0,17737.0,,5.5,0.0,繁忙期,住宅,午後,遅延注意
ORD-08855,東京,ヤマト運輸,415.0,2.8,晴れ,66.0,1.8,0.0,4469.0,96.0,10.9,0.0,繁忙期,住宅,夜間,通常
ORD-23689,東京,ヤマト運輸,397.0,9.5,雪,50.0,2.0,1.0,3673.0,127.0,5.5,0.0,通常期,会社,午後,通常
ORD-07804,大阪,ヤマト運輸,254.0,2.6,雨,60.0,2.7,1.0,8683.0,65.0,0.9,4.0,通常期,住宅,午前,遅延注意
ORD-14589,福岡,佐川急便,602.0,6.6,雨,51.0,1.9,1.0,3980.0,129.0,0.4,0.0,繁忙期,住宅,午後,遅延注意
ORD-18475,福岡,佐川急便,199.0,1.2,晴れ,25.0,1.9,0.0,1554.0,123.0,3.7,0.0,通常期,住宅,午後,通常
ORD-10404,愛知,日本郵便,271.0,2.6,晴れ,48.0,2.7,1.0,3632.0,77.0,8.7,1.0,繁忙期,住宅,午後,通常
ORD-27213,大阪,日本郵便,591.0,4.1,雨,31.0,2.0,0.0,2769.0,106.0,8.3,,通常期,住宅,夜間,通常
ORD-07824,北海道,佐川急便,319.0,4.3,晴れ,49.0,1.7,3.0,,10.0,11.1,0.0,通常期,住宅,午後,通常
ORD-14207,北海道,日本郵便,340.0,2.2,晴れ,23.0,4.8,2.0,,107.0,2.1,0.0,通常期,会社,午後,通常
ORD-03697,東京,佐川急便,10.0,3.6,晴れ,26.0,,0.0,4302.0,163.0,2.4,0.0,通常期,住宅,午後,通常
ORD-11889,北海道,ヤマト運輸,377.0,0.6,晴れ,77.0,9.7,1.0,27937.0,25.0,0.7,0.0,通常期,住宅,午前,通常
ORD-02965,大阪,日本郵便,345.0,2.5,雨,0.0,5.6,2.0,2677.0,129.0,1.6,1.0,通常期,会社,午後,通常
ORD-17639,名古屋,日本郵便,460.0,1.3,晴れ,67.0,2.3,1.0,1667.0,58.0,1.4,0.0,通常期,住宅,夜間,通常
ORD-26459,名古屋,佐川急便,379.0,5.4,晴れ,31.0,8.2,0.0,788.0,113.0,0.9,0.0,繁忙期,住宅,午前,通常
ORD-26163,広島,佐川急便,173.0,2.2,雨,44.0,7.4,0.0,1995.0,104.0,3.0,0.0,繁忙期,住宅,夜間,通常
ORD-19440,沖縄,ヤマト運輸,608.0,,晴れ,82.0,2.0,0.0,916.0,123.0,2.8,1.0,通常期,住宅,夜間,遅延注意
ORD-22494,仙台,ヤマト運輸,389.0,1.3,晴れ,38.0,4.8,0.0,4989.0,85.0,12.7,0.0,繁忙期,住宅,午前,通常
ORD-23832,仙台,佐川急便,544.0,19.3,晴れ,66.0,4.1,0.0,,51.0,4.3,1.0,通常期,住宅,午後,遅延注意
ORD-27557,東京,佐川急便,324.0,5.8,雨,54.0,6.0,2.0,5883.0,128.0,7.6,0.0,通常期,住宅,午前,遅延注意
ORD-11069,東京,ヤマト運輸,329.0,1.2,雪,65.0,1.8,0.0,2960.0,71.0,3.9,0.0,通常期,住宅,午後,通常
ORD-25259,東京,日本郵便,578.0,,晴れ,97.0,4.0,3.0,744.0,105.0,5.3,0.0,繁忙期,住宅,午前,遅延危険
ORD-26972,広島,佐川急便,,1.4,雨,28.0,5.4,1.0,2173.0,142.0,2.7,0.0,通常期,会社,午後,遅延注意
ORD-13277,福岡,ヤマト運輸,298.0,,晴れ,66.0,1.6,1.0,820.0,149.0,3.9,0.0,通常期,住宅,午後,通常
ORD-08449,広島,ヤマト運輸,387.0,4.6,晴れ,83.0,4.5,4.0,3203.0,111.0,5.8,0.0,通常期,住宅,午後,遅延注意
ORD-11687,広島,佐川急便,361.0,3.4,晴れ,18.0,2.0,0.0,1216.0,,4.0,0.0,通常期,住宅,午前,通常
ORD-12796,宮城,日本郵便,456.0,1.8,雨,56.0,1.3,1.0,9996.0,105.0,11.6,0.0,通常期,住宅,午後,通常
ORD-11445,広島,佐川急便,201.0,5.1,雪,20.0,3.7,0.0,7615.0,119.0,4.7,0.0,通常期,住宅,午前,通常
ORD-24062,宮城,佐川急便,568.0,2.2,晴れ,0.0,2.6,0.0,12664.0,89.0,3.8,0.0,通常期,会社,午後,通常
ORD-09092,愛知,ヤマト運輸,150.0,,晴れ,21.0,2.4,1.0,4003.0,192.0,8.3,1.0,繁忙期,住宅,夜間,通常
ORD-27599,広島,日本郵便,238.0,1.0,晴れ,60.0,2.1,0.0,1053.0,78.0,0.7,1.0,繁忙期,住宅,夜間,遅延注意
ORD-09717,広島,佐川急便,303.0,4.5,晴れ,84.0,2.0,1.0,5273.0,88.0,0.4,2.0,繁忙期,会社,午後,遅延注意
ORD-21131,広島,ヤマト運輸,294.0,1.4,晴れ,56.0,1.3,1.0,3457.0,93.0,2.9,0.0,通常期,住宅,午前,通常
ORD-14855,東京,佐川急便,151.0,5.8,晴れ,37.0,3.9,4.0,6646.0,117.0,2.1,0.0,通常期,会社,午前,通常
ORD-13972,北海道,日本郵便,410.0,2.5,晴れ,39.0,2.3,2.0,2472.0,62.0,5.1,0.0,繁忙期,住宅,午後,遅延注意
ORD-01286,北海道,佐川急便,72.0,3.3,晴れ,0.0,0.9,0.0,1026.0,114.0,0.2,1.0,繁忙期,会社,午後,通常
ORD-00526,北海道,日本郵便,696.0,,雨,0.0,1.3,0.0,2959.0,143.0,6.3,1.0,繁忙期,住宅,夜間,通常
ORD-05075,福岡,ヤマト運輸,,9.5,雨,23.0,3.0,2.0,2543.0,88.0,7.0,1.0,通常期,住宅,午前,通常
ORD-08258,愛知,佐川急便,202.0,4.4,晴れ,61.0,5.3,1.0,740.0,105.0,12.2,0.0,繁忙期,会社,夜間,通常
ORD-22941,宮城,佐川急便,6.0,2.3,晴れ,55.0,1.3,0.0,3410.0,102.0,0.8,0.0,通常期,住宅,午後,通常
ORD-19456,名古屋,ヤマト運輸,333.0,1.6,雨,54.0,6.9,0.0,2061.0,187.0,2.1,0.0,通常期,住宅,午後,通常
ORD-02435,北海道,佐川急便,479.0,8.0,雨,,2.2,2.0,4494.0,71.0,10.8,0.0,繁忙期,住宅,午前,通常
ORD-06093,東京,日本郵便,277.0,5.1,雪,71.0,8.9,1.0,1863.0,91.0,2.6,0.0,通常期,住宅,午前,遅延注意
ORD-16835,宮城,佐川急便,238.0,2.3,晴れ,70.0,2.5,1.0,6374.0,181.0,8.0,1.0,通常期,住宅,夜間,通常
ORD-11615,北海道,日本郵便,462.0,1.4,晴れ,50.0,,2.0,2042.0,95.0,4.6,0.0,通常期,住宅,午前,通常
ORD-17064,北海道,佐川急便,411.0,5.7,晴れ,64.0,4.5,0.0,6745.0,122.0,3.2,2.0,繁忙期,会社,午後,遅延危険
ORD-23685,福岡,日本郵便,426.0,0.8,雪,57.0,1.6,,3062.0,99.0,0.3,0.0,通常期,住宅,午後,通常
ORD-09414,宮城,佐川急便,352.0,10.0,雨,56.0,5.4,3.0,1116.0,107.0,6.1,0.0,通常期,会社,午後,通常
ORD-14173,東京,ヤマト運輸,377.0,,雨,13.0,4.2,0.0,2782.0,147.0,0.1,4.0,繁忙期,住宅,夜間,遅延注意
ORD-20008,北海道,佐川急便,304.0,1.9,晴れ,68.0,3.0,0.0,3846.0,74.0,1.9,1.0,通常期,住宅,夜間,通常
ORD-18909,広島,日本郵便,346.0,6.0,晴れ,0.0,3.7,0.0,3201.0,85.0,1.9,0.0,通常期,住宅,午後,通常
ORD-24821,広島,佐川急便,454.0,2.9,晴れ,44.0,1.8,0.0,2189.0,52.0,11.7,0.0,繁忙期,住宅,夜間,通常
ORD-02417,北海道,佐川急便,387.0,2.5,晴れ,32.0,2.6,1.0,577.0,73.0,2.3,0.0,通常期,住宅,午後,通常
ORD-12275,大阪,ヤマト運輸,412.0,2.5,晴れ,37.0,,1.0,1567.0,93.0,5.0,0.0,繁忙期,住宅,午後,通常
ORD-29126,広島,日本郵便,402.0,0.5,晴れ,28.0,9.6,0.0,6079.0,119.0,2.7,0.0,繁忙期,住宅,午後,遅延注意
ORD-07705,東京,日本郵便,185.0,10.9,雨,89.0,2.5,2.0,,82.0,3.3,0.0,繁忙期,住宅,午前,遅延注意
ORD-24405,東京,佐川急便,246.0,3.2,晴れ,47.0,2.9,1.0,2344.0,116.0,13.3,0.0,通常期,住宅,午前,通常
ORD-13657,東京,佐川急便,621.0,3.0,晴れ,78.0,2.8,1.0,,98.0,1.1,0.0,通常期,住宅,午前,通常
ORD-15647,広島,日本郵便,328.0,2.5,晴れ,55.0,2.7,1.0,4096.0,103.0,2.4,0.0,繁忙期,住宅,午後,通常
ORD-14287,北海道,ヤマト運輸,350.0,3.3,晴れ,48.0,3.5,0.0,8351.0,46.0,4.2,1.0,繁忙期,住宅,午前,通常
ORD-27091,大阪,ヤマト運輸,419.0,5.2,晴れ,42.0,2.0,0.0,1340.0,155.0,3.6,0.0,通常期,住宅,夜間,通常
ORD-17492,北海道,佐川急便,340.0,1.3,晴れ,25.0,1.7,0.0,3142.0,11.0,1.1,0.0,通常期,住宅,午後,通常
ORD-06554,広島,ヤマト運輸,242.0,8.3,晴れ,31.0,,2.0,3714.0,10.0,6.0,0.0,繁忙期,会社,午前,通常
ORD-20469,北海道,佐川急便,292.0,3.1,晴れ,21.0,3.7,0.0,3499.0,99.0,1.1,1.0,通常期,住宅,午後,通常
ORD-27203,福岡,佐川急便,177.0,2.7,晴れ,74.0,3.9,0.0,19316.0,161.0,7.8,1.0,繁忙期,住宅,午後,通常
ORD-10946,沖縄,ヤマト運輸,328.0,4.8,晴れ,74.0,3.0,0.0,10424.0,119.0,3.7,0.0,通常期,住宅,午前,遅延注意
ORD-22310,広島,日本郵便,345.0,2.3,晴れ,36.0,2.1,2.0,2432.0,163.0,11.6,1.0,通常期,住宅,夜間,通常
ORD-19924,大阪,ヤマト運輸,454.0,1.7,雨,65.0,,0.0,9539.0,139.0,18.7,0.0,繁忙期,会社,午後,通常
ORD-08275,名古屋,佐川急便,530.0,3.1,晴れ,72.0,5.3,0.0,2296.0,84.0,6.7,2.0,通常期,住宅,夜間,通常
ORD-06098,北海道,ヤマト運輸,396.0,3.5,晴れ,28.0,1.5,0.0,1263.0,174.0,7.3,0.0,通常期,住宅,午前,通常
ORD-04818,愛知,佐川急便,449.0,12.4,晴れ,,2.7,1.0,5264.0,57.0,4.5,0.0,繁忙期,住宅,午前,通常
ORD-09866,広島,日本郵便,406.0,8.9,雪,45.0,8.2,0.0,6145.0,114.0,,1.0,繁忙期,住宅,午前,遅延注意
ORD-21875,東京,ヤマト運輸,560.0,1.9,晴れ,30.0,2.4,0.0,9387.0,146.0,22.8,1.0,通常期,住宅,午後,通常
ORD-24870,広島,佐川急便,185.0,2.6,晴れ,55.0,5.8,0.0,12785.0,100.0,6.1,0.0,通常期,住宅,午後,通常
ORD-20535,広島,日本郵便,380.0,10.8,雨,23.0,3.6,2.0,3944.0,52.0,7.1,0.0,通常期,住宅,午前,通常
ORD-19461,宮城,佐川急便,402.0,3.3,雨,21.0,2.9,3.0,8802.0,63.0,1.4,0.0,通常期,住宅,午前,通常
ORD-21224,福岡,ヤマト運輸,568.0,7.0,晴れ,52.0,1.9,0.0,3758.0,102.0,18.0,0.0,通常期,住宅,午後,通常
ORD-15220,北海道,佐川急便,578.0,3.2,雪,71.0,2.2,1.0,14785.0,90.0,5.6,0.0,繁忙期,住宅,午後,遅延危険
ORD-15934,愛知,佐川急便,100.0,1.5,雨,37.0,2.3,1.0,8975.0,154.0,13.2,0.0,繁忙期,会社,午後,通常
ORD-02982,沖縄,ヤマト運輸,305.0,5.0,雨,70.0,2.9,0.0,4307.0,116.0,1.5,0.0,通常期,住宅,午後,遅延注意
ORD-19616,北海道,佐川急便,387.0,2.8,晴れ,45.0,2.0,0.0,1354.0,102.0,1.8,0.0,通常期,会社,午前,通常
ORD-07042,沖縄,日本郵便,669.0,3.8,晴れ,49.0,2.2,0.0,1474.0,128.0,1.5,0.0,繁忙期,住宅,午前,通常
ORD-27560,北海道,ヤマト運輸,540.0,5.7,晴れ,50.0,3.7,0.0,2713.0,104.0,9.1,0.0,繁忙期,会社,夜間,通常
ORD-16133,東京,日本郵便,332.0,2.3,晴れ,90.0,2.1,0.0,7530.0,82.0,3.4,0.0,通常期,住宅,午後,通常
ORD-15565,名古屋,日本郵便,139.0,8.2,晴れ,,0.8,0.0,6848.0,92.0,3.2,1.0,繁忙期,住宅,夜間,通常
ORD-19817,愛知,佐川急便,241.0,,雨,63.0,1.6,0.0,4714.0,124.0,2.3,0.0,繁忙期,住宅,午前,通常
ORD-26020,沖縄,佐川急便,210.0,5.5,雨,41.0,2.7,5.0,,138.0,3.3,0.0,通常期,会社,午前,遅延注意
ORD-27193,福岡,日本郵便,383.0,4.1,晴れ,15.0,1.2,0.0,2388.0,113.0,9.2,0.0,通常期,住宅,夜間,通常
ORD-19169,大阪,ヤマト運輸,242.0,6.6,晴れ,39.0,1.9,0.0,1032.0,,5.8,0.0,通常期,住宅,午後,通常
ORD-10643,福岡,ヤマト運輸,275.0,1.9,晴れ,70.0,,1.0,6347.0,137.0,2.9,2.0,通常期,住宅,夜間,通常
ORD-25773,北海道,ヤマト運輸,455.0,,雨,99.0,3.8,0.0,2733.0,30.0,0.0,0.0,通常期,会社,午前,通常
ORD-24068,広島,ヤマト運輸,99999.0,5.8,晴れ,5.0,,1.0,2003.0,127.0,13.3,0.0,通常期,住宅,午前,通常
ORD-12754,東京,ヤマト運輸,327.0,5.2,雨,68.0,2.0,0.0,7568.0,145.0,0.6,0.0,通常期,会社,夜間,通常
ORD-11511,沖縄,日本郵便,429.0,5.1,晴れ,30.0,7.5,0.0,806.0,115.0,3.0,0.0,通常期,住宅,夜間,通常
ORD-28469,愛知,ヤマト運輸,211.0,3.3,雨,23.0,2.1,0.0,3500.0,100.0,2.1,0.0,通常期,住宅,午前,通常
ORD-13991,福岡,ヤマト運輸,563.0,4.3,雨,17.0,3.1,,,85.0,2.0,0.0,通常期,会社,午後,通常
ORD-04082,東京,佐川急便,108.0,3.9,晴れ,25.0,2.8,4.0,7209.0,103.0,8.7,0.0,通常期,住宅,午後,通常
ORD-05514,沖縄,佐川急便,218.0,6.8,雨,52.0,1.5,0.0,4185.0,113.0,1.2,0.0,通常期,会社,午前,通常
ORD-12246,東京,佐川急便,427.0,2.8,雨,89.0,1.6,3.0,2591.0,77.0,6.4,,繁忙期,住宅,午後,遅延危険
ORD-11911,広島,ヤマト運輸,392.0,3.8,雨,60.0,5.0,3.0,4046.0,172.0,2.5,2.0,通常期,住宅,午前,遅延危険
ORD-24839,福岡,佐川急便,151.0,1.7,雪,27.0,2.3,2.0,10438.0,90.0,7.2,0.0,通常期,住宅,午後,通常
ORD-06593,福岡,日本郵便,461.0,,雨,61.0,4.7,0.0,10977.0,142.0,0.7,3.0,通常期,住宅,午前,遅延危険
ORD-08108,北海道,佐川急便,302.0,4.1,雨,48.0,4.0,0.0,8653.0,100.0,0.1,0.0,繁忙期,住宅,夜間,遅延注意
ORD-23660,広島,日本郵便,337.0,5.0,晴れ,61.0,3.4,0.0,986.0,120.0,7.8,0.0,通常期,住宅,午前,通常
ORD-03061,東京,ヤマト運輸,197.0,1.8,雨,100.0,1.0,6.0,4397.0,150.0,3.1,0.0,繁忙期,住宅,午後,遅延注意
ORD-29581,広島,佐川急便,461.0,3.5,晴れ,44.0,1.2,0.0,3277.0,80.0,1.5,0.0,繁忙期,住宅,午後,通常
ORD-05885,広島,ヤマト運輸,304.0,,雪,76.0,5.5,2.0,4670.0,118.0,2.7,0.0,通常期,住宅,午後,遅延危険
ORD-02682,宮城,佐川急便,216.0,4.0,雨,61.0,2.0,0.0,3832.0,,4.4,0.0,通常期,会社,夜間,通常
ORD-15620,北海道,日本郵便,477.0,7.9,晴れ,11.0,2.6,0.0,4680.0,114.0,1.7,1.0,繁忙期,会社,午後,通常
ORD-00502,宮城,ヤマト運輸,323.0,1.7,晴れ,28.0,1.6,0.0,8742.0,101.0,17.9,0.0,通常期,住宅,午後,通常
ORD-26104,大阪,佐川急便,321.0,0.6,晴れ,49.0,1.8,0.0,2314.0,99.0,3.7,1.0,通常期,住宅,午後,通常
ORD-08150,沖縄,ヤマト運輸,505.0,2.3,晴れ,29.0,1.1,0.0,4485.0,113.0,2.6,1.0,通常期,住宅,午前,通常
ORD-28312,愛知,ヤマト運輸,150.0,2.4,雨,24.0,2.6,0.0,4715.0,96.0,1.9,0.0,繁忙期,住宅,午前,通常
ORD-10977,広島,ヤマト運輸,330.0,2.8,雨,100.0,2.7,3.0,10382.0,71.0,,0.0,繁忙期,住宅,午前,遅延危険
ORD-25908,愛知,佐川急便,522.0,4.1,晴れ,81.0,8.1,4.0,5122.0,59.0,3.4,0.0,通常期,住宅,午前,遅延注意
ORD-23458,東京,ヤマト運輸,370.0,3.3,晴れ,35.0,2.6,0.0,1848.0,116.0,2.2,3.0,通常期,住宅,午後,通常
ORD-04985,宮城,ヤマト運輸,451.0,3.3,雨,41.0,1.2,1.0,3654.0,142.0,5.4,0.0,通常期,住宅,午後,通常
ORD-21146,福岡,ヤマト運輸,393.0,2.7,雨,7.0,3.0,999.0,2282.0,103.0,,0.0,通常期,住宅,午前,通常
ORD-20700,福岡,佐川急便,473.0,1.3,雨,93.0,,0.0,2400.0,90.0,0.9,0.0,通常期,会社,夜間,遅延注意
ORD-03931,愛知,佐川急便,413.0,3.9,晴れ,52.0,1.0,0.0,15839.0,86.0,5.2,1.0,通常期,住宅,午後,通常
ORD-25003,福岡,佐川急便,265.0,6.3,晴れ,57.0,2.2,2.0,29788.0,105.0,3.5,0.0,繁忙期,会社,午後,通常
ORD-17875,北海道,ヤマト運輸,436.0,2.9,晴れ,42.0,4.3,1.0,4796.0,49.0,6.4,1.0,通常期,住宅,午後,通常
ORD-25911,東京,日本郵便,160.0,1.2,雨,12.0,1.6,2.0,607.0,148.0,1.8,0.0,繁忙期,住宅,夜間,通常
ORD-05978,大阪,佐川急便,434.0,2.8,雨,36.0,3.2,4.0,,104.0,17.7,0.0,通常期,住宅,午後,通常
ORD-05931,福岡,日本郵便,452.0,3.0,雨,81.0,3.9,0.0,2881.0,102.0,4.6,0.0,通常期,会社,午後,通常
ORD-24146,東京,日本郵便,419.0,12.7,雨,34.0,2.8,0.0,10240.0,100.0,0.8,0.0,繁忙期,住宅,午後,通常
ORD-11530,愛知,日本郵便,230.0,6.1,雪,49.0,2.6,0.0,4636.0,79.0,2.3,0.0,通常期,住宅,午後,通常
ORD-02633,福岡,ヤマト運輸,586.0,,晴れ,66.0,4.4,1.0,3496.0,75.0,9.1,3.0,繁忙期,住宅,午後,遅延注意
ORD-25890,沖縄,日本郵便,505.0,5.8,晴れ,31.0,4.4,0.0,3792.0,,5.2,0.0,通常期,住宅,午前,通常
ORD-01298,大阪,日本郵便,336.0,2.9,雪,54.0,4.6,0.0,4120.0,134.0,10.5,0.0,繁忙期,住宅,午後,遅延注意
ORD-02368,広島,佐川急便,492.0,9.8,晴れ,2.0,5.6,,2710.0,74.0,9.4,1.0,通常期,住宅,午前,通常
ORD-13770,北海道,佐川急便,162.0,1.9,晴れ,1.0,1.6,2.0,2285.0,149.0,7.1,0.0,繁忙期,住宅,午後,通常
ORD-29660,広島,ヤマト運輸,461.0,4.0,雨,88.0,2.2,2.0,12883.0,91.0,3.8,3.0,通常期,住宅,午前,遅延危険
ORD-05922,沖縄,ヤマト運輸,584.0,2.0,雨,5.0,1.2,0.0,3582.0,105.0,10.1,0.0,通常期,住宅,午前,通常
ORD-15753,沖縄,佐川急便,630.0,1.9,晴れ,75.0,5.9,0.0,768.0,144.0,15.3,0.0,繁忙期,住宅,午後,遅延注意
ORD-18690,大阪,佐川急便,400.0,2.6,晴れ,11.0,3.2,1.0,725.0,102.0,7.4,3.0,通常期,住宅,午後,通常
ORD-12050,広島,日本郵便,470.0,3.1,晴れ,23.0,6.0,0.0,6555.0,56.0,4.5,0.0,通常期,住宅,午後,通常
ORD-20138,大阪,佐川急便,156.0,4.3,晴れ,94.0,2.4,1.0,19924.0,107.0,1.0,1.0,通常期,住宅,夜間,通常
ORD-28500,福岡,佐川急便,,8.8,晴れ,36.0,5.1,6.0,,109.0,2.2,0.0,通常期,住宅,夜間,遅延注意
ORD-12861,福岡,佐川急便,324.0,10.8,晴れ,16.0,3.7,0.0,3966.0,123.0,6.5,0.0,通常期,会社,午前,通常
ORD-11117,名古屋,日本郵便,298.0,15.5,晴れ,40.0,7.6,0.0,4330.0,58.0,7.7,0.0,繁忙期,住宅,午後,通常
ORD-07797,北海道,日本郵便,530.0,1.2,晴れ,56.0,2.0,0.0,1843.0,105.0,2.2,0.0,通常期,住宅,午後,通常
ORD-28373,沖縄,佐川急便,367.0,3.0,雨,60.0,1.5,1.0,8412.0,34.0,7.6,2.0,通常期,会社,午後,遅延注意
ORD-08204,大阪,ヤマト運輸,95.0,6.1,晴れ,31.0,4.3,0.0,1150.0,,9.5,0.0,通常期,住宅,午後,通常
ORD-10614,沖縄,佐川急便,393.0,1.8,晴れ,1.0,3.9,0.0,2599.0,99.0,3.6,0.0,繁忙期,住宅,午後,通常
ORD-27130,福岡,佐川急便,834.0,3.1,雨,64.0,3.9,0.0,3290.0,70.0,4.3,0.0,通常期,住宅,午後,通常
ORD-05517,東京,佐川急便,367.0,3.9,晴れ,59.0,1.3,0.0,3455.0,157.0,1.3,2.0,通常期,住宅,午後,通常
ORD-15377,福岡,ヤマト運輸,300.0,3.4,晴れ,44.0,1.8,0.0,4460.0,111.0,7.7,0.0,繁忙期,住宅,夜間,通常
ORD-06575,福岡,佐川急便,305.0,2.2,晴れ,67.0,1.4,0.0,9014.0,66.0,3.4,0.0,繁忙期,会社,夜間,通常
ORD-05349,大阪,佐川急便,5.0,4.2,晴れ,13.0,0.9,0.0,1143.0,119.0,7.2,,繁忙期,住宅,午後,通常
ORD-03511,北海道,佐川急便,440.0,0.8,晴れ,40.0,1.5,0.0,925.0,78.0,4.4,0.0,繁忙期,住宅,午後,通常
ORD-21269,沖縄,ヤマト運輸,488.0,2.8,晴れ,28.0,5.6,0.0,5214.0,71.0,0.8,0.0,通常期,会社,午後,通常
ORD-13735,広島,ヤマト運輸,456.0,2.2,晴れ,45.0,1.3,1.0,3944.0,10.0,1.3,0.0,通常期,会社,午後,通常
ORD-25558,愛知,佐川急便,346.0,6.4,晴れ,41.0,3.1,1.0,3037.0,174.0,1.1,0.0,通常期,会社,午後,通常
ORD-29696,沖縄,日本郵便,,9.7,雨,,2.9,3.0,,144.0,1.3,0.0,通常期,会社,午後,遅延危険
ORD-07516,広島,佐川急便,551.0,0.3,雨,65.0,1.8,1.0,,98.0,2.1,2.0,通常期,住宅,午前,遅延注意
ORD-11243,北海道,日本郵便,566.0,4.4,晴れ,61.0,4.9,0.0,12974.0,144.0,7.9,0.0,通常期,住宅,夜間,通常
ORD-02313,北海道,佐川急便,348.0,,晴れ,42.0,3.1,,6745.0,159.0,30.0,0.0,繁忙期,住宅,夜間,通常
ORD-28550,愛知,ヤマト運輸,590.0,2.9,晴れ,26.0,4.9,2.0,3490.0,61.0,2.5,0.0,通常期,会社,午後,通常
ORD-15363,福岡,ヤマト運輸,351.0,2.7,晴れ,53.0,2.5,0.0,7432.0,88.0,0.4,0.0,通常期,住宅,夜間,通常
ORD-24612,広島,日本郵便,705.0,2.0,晴れ,53.0,2.9,0.0,1482.0,105.0,0.7,0.0,繁忙期,住宅,午後,遅延注意
ORD-00448,北海道,ヤマト運輸,333.0,5.9,雨,74.0,4.2,0.0,1413.0,60.0,0.4,0.0,通常期,住宅,午後,通常
